,Index,Cities,Recipient Name,Lat,Lon,Long Description,Value,YEAR,Donor Agency,duplicate_project,City
324,482.0,Kwale,Kenya ,,,Improvement of inclusive education and promotion of blind and visually impaired children in Kwale County,0.0004371225,2022.0,BMZ,no,Kwale
325,503.0,Palestine,Lebanon,,,"The initial situation of the project is the limited access of Palestinian refugees to basic services and employment opportunities, which is further aggravated by the various crises in Lebanon. The objective of the FC measure is to improve the livelihoods and prospects of Palestinian refugees from Lebanon and Syria. The generation of short-term employment opportunities provides a source of income to cover basic needs such as nutrition, education and health. In addition, the measures are intended to contribute to improving the supply situation and labour market opportunities and to increase the quality of UNRWA infrastructure and services. Œ ŒThe partner and project executing agency is the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA). The project focuses on measures for the employment-intensive rehabilitation of UNRWA infrastructure (schools, vocational schools, health centres and administrative offices) and the improvement of sanitation in 12 Palestinian refugee camps. In addition, two to four-month internships as well as job placement, counselling and training services for youth and young adults are financed. Œ ŒThe jobs created are intended to support poverty reduction, increase purchasing power and reduce the refugees' dependence on humanitarian aid. Phase IV of the Cash-for-Work project presented here pursues similar goals as the previous phases I-III. It is currently assumed that at least 4,400 jobs will be created within the framework of the project.",0.02,2022.0,BMZ,no,Palestine
326,510.0,Gaza,Palestinian Territory,31.5128679,34.4581358,"The aim of the project is to improve the employment and income situation in the Palestinian Territories. In the short term, economic relief is to be achieved for beneficiaries, their families and the Palestinian economy. In the long term, opportunities for medium and long-term employment should be created that will last beyond the end of the project. The individual project interventions include the development and successful application of wage subsidies to secure and generate jobs in the private sector, supported by accompanying training measures for beneficiaries. A total of around 2,000 people will find employment in this way, 60% of whom should be women. The target group are primarily unemployed Palestinians or those threatened by unemployment (graduates and workers) and, above all, particularly vulnerable groups, such as young people and women, who are severely affected by unemployment and loss of income. A particular priority is the promotion of employment in especially vulnerable parts of the Palestinian Territories (Gaza Strip). The project executing agency is the Palestinian Employment Fund, which will be strengthened by the project in its function as the national body for employment promotion and enabled to independently work towards a better employment situation in the Palestinian Territories in the future.",0.0,2022.0,BMZ,no,Gaza
327,556.0,Paris,Rwanda,,,"Rwanda is considered a pioneer and ambitious partner in the fight against climate change. In May 2020, it became the first African country to submit its updated Nationally Determined Contributions (NDCs) to achieve the Paris Agreement. Rwanda's NDCs have received significant international attention. In addition to CO2 mitigation measures, they also describe the need for comprehensive climate change adaptation measures. Œ ŒWithin this project, FONERWA will establish a facility for projects that directly contribute to the achievement of Rwanda's NDC. Projects will be selected by FONERWA through calls for applications. The selection criteria should be closely aligned with the priorities of the NDC, such that developmentally meaningful impacts with environmental and climate relevance and relevance to the Rwandan population can be achieved. The objective of the Financial Cooperation measure is to contribute to the climate resilience of the Rwandan population as well as to the reduction of greenhouse gas emissions via the sustainable climate financing mechanism of FONERWA.",0.0,2022.0,BMZ,no,Paris
328,572.0,Wenchi,Ghana,7.738011,-2.103519,"Improvement of medical care at St. Joseph's Clinic, Koase-Wenchi. Construction and equipment, maternity ward, children's ward and operating theatre.",0.0021,2022.0,BMZ,no,Wenchi
329,574.0,Cabo,Mozambique,,,"The attacks and destruction by militant groups in Cabo Delgado and neighboring provinces have resulted in a high number of internally displaced people (IDP). The host communities are clearly overwhelmed by coping with the refugee intake and their already precarious situation has been further strained. Children and women in particular are suffering from this situation. Already, malnutrition and gender-based violence against women are widespread. The province's state structures cannot meet the provision of necessary services without a comprehensive support program. The objective of the program is to contribute to the improvement of the social and economic living conditions of both children of IDPs and children of refugee-hosting communities and their respective families in the project region. The project contributes to the achievement of the Sustainable Development Goals SDG 3 (Ensure healthy lives for all people of all ages and promote their well-being), SDG 5 (Achieve gender equality and empowerment for all women and girls). The target group are the children up to 5 years of IDPs and refugee-hosting communities and their families in the project region. ŒFurther target group: Involved community representatives, local population benefiting from WASH facilities and health centers.",0.05,2022.0,BMZ,yes,Cabo
330,618.0,Manga,Burkina Faso,11.6673837,-1.0723972,Improved food security and livelihood of vulnerable families in Manga Diocese,0.002735,2022.0,BMZ,no,Manga
331,642.0,Salvador,"Caribbean and Central America, regional",13.8000382,-88.9140683,"Youth from neighborhoods with high levels of violence in Guatemala, Honduras, and El Salvador have strengthened their psychosocial resilience and employability",7.7826e-06,2023.0,BMZ,no,Salvador
332,701.0,Gaza,Palestinian Territory,31.5128679,34.4581358,"Empowering Palestinian Youth and Women through Arts and Culture a Sustainable Development and Human Rights Promotion Project in the Gaza Strip, contin",0.000550035,2023.0,BMZ,no,Gaza
333,706.0,Sipalay,Philippines,9.7491266,122.4040602,"Combating and preventing various forms of child abuse in Sipalay City, Negros Occidental, Philippines",0.000315,2022.0,BMZ,no,Sipalay
334,707.0,Yambio,South Sudan,4.5680716,28.39767,"Improving the nutritional and educational situation of disadvantaged people in the diocese of Tombura-Yambio, South Sudan",0.00168,2022.0,BMZ,no,Yambio
335,739.0,Paris,"Developing countries, unspecified",,,Aligning Multilateral Development Banks with the Paris Agreement,0.0,2023.0,BMZ,no,Paris
336,806.0,Como,Côte d'Ivoire,,,"La perte de la nature et de la biodiversité est un défi mondial qui prive de nombreuses personnes de leurs moyens de subsistance. La création et la préservation à long terme des sanctuaires locales est une mesure importante pour créer de l'espace pour la conservation de la nature et des ressources naturelles. ŒLe projet soutient cet effort en finançant à long terme les deux parcs nationaux de Taï et de la Comoé, qui ont été déclarés patrimoine mondial par l'UNESCO et sont considérés comme un bien public mondial précieux en raison de leur biodiversité unique. L'objectif est une gestion efficace des parcs des sanctuaires ivoiriennes par l'Office Ivoirien des Parcs et Réserves (OIPR). ŒPour ce faire, les fonds du projet seront versés dans le capital de la Fondation des Parcs et Réserves Ivoiriens (FPRCI). Le capital de la FPRCI est utilisé pour générer des revenus. Alors que le fortune de la fondation est préservé à long terme, le rendement généré peut être utilisé pour couvrir les frais de fonctionnement des parcs nationaux. La durabilité financière des parcs nationaux est ainsi assurée. ŒLe partenaire du projet est la République de Côte d'Ivoire, représentée par le ministère des Finances, et le promoteur est la fondation pour la protection de la nature FPRCI. Le bénéficiaire final du projet est l'OIPR, qui assure la gestion des sanctuaires dans les parcs nationaux sur place.",0.0,2022.0,BMZ,no,Como
337,817.0,Kenema,Sierra Leone,7.8870853,-11.1888166,"Gender and nutrition sensitive and micro-finance-based development of cocoa value chains in Kenema District, Sierra Leone",0.00021316,2022.0,BMZ,no,Kenema
338,902.0,Dedza,Malawi,-14.2374479,34.31965143966403,Strengthening WASH Governance in Dedza District,0.0,2023.0,BMZ,no,Dedza
339,935.0,Goes,Ghana,,,"The initiative is part of the Reform and Investment Partnership with Ghana. It is part of the DC programme ""Responsibility for our Planet: Climate and Energy"" and the FC programme ""Renewable Energies and Energy Efficiency"". Two projects are running under this initiative: Government Goes Solar and Accra-Kumasi Transmission Line. ŒGovernment Goes Solar involves the installation of distributed grid-connected photovoltaic (PV) systems (rooftop systems, carports and possibly ground-mounted systems) for up to 36 public institutions (Ministries, Departments and Agencies, MDAs) with an estimated total generation capacity of 22 MWp. The high solar potential in Ghana is still untapped, but high debt and liquidity problems of state institutions in the energy sector hinder the expansion of renewable energy (RE). 50% of the sector's arrears are due to unpaid electricity bills from MDAs. The project objective is therefore that PV systems contribute to meeting the electricity needs of selected MDAs in Ghana in a climate-friendly and cost-effective manner. In this way, CO2 emissions are to be saved and the MDAs' expenditure on electricity bills reduced.",0.0,2022.0,BMZ,yes,Goes
340,1108.0,Kikwit,Democratic Republic of the Congo,-5.0610453,18.808744282510744,"Improving access to drinking water, hygiene and health conditions of people in Kikwit diocese, Democratic Republic of Congo",0.00125,2022.0,BMZ,no,Kikwit
341,1109.0,Palmas,Haiti,,,"Promoting sustainable agriculture in the community of Los Palmas, Haiti",0.00022,2022.0,BMZ,no,Palmas
342,1119.0,Kondoa,Tanzania,-4.9065127,35.7796312,"Adaptation to Climate Change for Improved Livelihoods in Semi - Arid Chemba and Kondoa Districts of Dodoma Region, Phase 2",0.002343105,2022.0,BMZ,yes,Kondoa
343,1125.0,Seka,Ethiopia,7.6027854,36.7239357,"System strengthening for sustainable WASH services in Mana, Seka Chekorsa and Gomma (Jimma Zone) and support for scaling up in Oromia, Ethiopia",0.0,2022.0,BMZ,no,Seka
344,1126.0,Simdega,India ,,,Strengthening Adivasi and Dalit communities by promoting organic farming and improving the educational situation in Simdega district in Jharkhand,0.00089592,2022.0,BMZ,no,Simdega
345,1132.0,Friedberg,Nigeria,,,BMO partnership between the Giessen-Friedberg Chamber of Commerce and Industry and NACCIMA,0.0,2023.0,BMZ,no,Friedberg
346,1148.0,Inongo,Democratic Republic of the Congo,-1.9253353,18.2863998,Improed access to education of vulnerable children and their child mothers in Inongo Diocese,0.0007455,2022.0,BMZ,no,Inongo
347,1243.0,Salvador,El Salvador,13.8000382,-88.9140683,Promotion and defense of the human right to water in El Salvador,0.0,2023.0,BMZ,no,Salvador
348,1246.0,Most,India ,,,"In 2001, around 370 million people lived in major Indian cities; by 2030, this figure will have risen to 600 million. Most Indian cities are already today massively overburdened with this population growth. Traffic is chaotically organized. Air pollution and CO2 emissions are increasing dramatically. Œ ŒThe objective of the programme is therefore to increase the sustainable use of an inclusive, climate-friendly and energy-efficient public transport system in the selected programme locations. The programme thus contributes to reducing the negative climate and environmental impacts caused by urban transport. Œ ŒThe FC programme supports selected states and cities in developing energy-efficient and sustainable mobility solutions. When selecting the programme components, focus is placed on maximum impacts, feasibility and the integration of different modes of transport (rail, bus, motorised and non-motorised individual transport). FC investments are made in the following transport systems, among others: Bus Rapid Transit Systems, Light Rail Train / , energy-efficient buses (including natural gas, electric and hybrid technologies), ferries, bicycle and pedestrian paths, park & ride facilities, intelligent traffic control systems and integrated ticketing. The investments can be flanked by accompanying measures for strengthening the Project-Executing Agencies. Œ ŒThe Project-Executing Agencies are public enterprises in the states where the respective programme component is implemented. The target group of the programme will be all users of public transport. Œ ŒThe pogramme fits into the BMZ's sector priority strategy for the environment sector and responds to a strong demand on the Indian side. It follows on from the predecessor programmes ""Climate-friendly urban mobility I and II"". Œ ŒUnder this programme, the component ""Surat "" is financed. Œ",0.0,2022.0,BMZ,no,Most
349,1248.0,Panna,India ,,,SEWOH - Strengthen food security and resilience among the most vulnerable households in Sagar and Panna districts of Madhya Pradesh,0.0,2022.0,BMZ,no,Panna
350,1318.0,Mission,Mozambique,,,"Improving potable water disponibility and hygienic conditions in Marrere Mission, Nampula Archdiocese",0.0008395,2022.0,BMZ,yes,Mission
351,1319.0,San,Peru,,,"Strengthening human rights, justice and sustainable development of the indigenous population of the Apostolic Vicariate of San Ramón, Peru",0.0009375,2022.0,BMZ,no,San
352,1379.0,Dapaong,Togo,10.8595454,0.2043122,"Functional literacy, economic empowerment and livelihood improvement in Dapaong Diocese",0.00018,2022.0,BMZ,no,Dapaong
353,1401.0,Upland,Laos,,,"Sustainable management in the Northern Upland Territory, continuation",0.0,2023.0,BMZ,no,Upland
354,1412.0,Kinshasa,Democratic Republic of the Congo,-4.3217055,15.3125974,Strengthening basic health care services in the Kinshasa Archdiocese,0.0040620462,2022.0,BMZ,no,Kinshasa
355,1435.0,Bunia,Democratic Republic of the Congo,1.5620529,30.2478844,Drinking water and hygiene measures in Bunia diocese,0.000744,2022.0,BMZ,no,Bunia
356,1504.0,Damascus,Syria,33.5130695,36.3095814,Primary Health Care Services for Vulnerable Populations in Eastern Damascus,0.00106,2023.0,BMZ,no,Damascus
357,1553.0,Nampula,Mozambique,-14.966969,39.2707752,Food security through improved agricultural production by women smallholder farmers in Nampula Province - Phase 1,0.002017035,2022.0,BMZ,no,Nampula
358,1557.0,Wakiso,Uganda,0.21696685,32.51187132419938,"The persistently low electrification rate in peri-urban and especially remote rural regions of Uganda, combined with very low per capita use of electricity, represent a relevant development constraint for the economic and social area. The GET ACCESS project tackles this issue, by aiming to improve supply of climate-friendly, renewable energy to households, businesses, and social institutions in remote rural areas. It is part of the FC-programme ' transformation to support affordable, reliable, and climate-neutral access to energy in Uganda'. Key measures to achieve the goal include promoting the construction and operation of off-grid, solar minigrids in around 130 villages. Moreover, productive use of energy shall be promoted, while predominantly targeting women-led enterprises. Thus, the GET ACCESS scheme builds on the approach and experience of the 'Pro Minigrid' project piloted by GiZ. ŒThe project executing agency is the Ministry of Energy and Mineral Development of Uganda. The intervention will be implemented as a PPP measure through a tender for subsidies to private project developers for the construction, operation, and maintenance of the minigrids. As project site the four clusters in Palorinya - Maaji, Kalangala-Wakiso, Buvuma East - Buvuma West and lake Albert have been selected. These regions show growth potential in fisheries and agriculture. The realization of these potentials is to be promoted in parallel through measures aimed at strengthening the productive use of energy. Local households, companies and public institutions are the project's direct target group. About 25.000 households are to be reached. ŒThe total cost of the project is approximately EUR 35.50 million, financed by contributions from the  Ministry for Economic Cooperation and Development of the  Republic of Germany (EUR 15 million), the EU (EUR 10 million), the Ugandan Government (EUR 5 million) and contributions from private developers (EUR 5.25 million).",0.0,2022.0,BMZ,no,Wakiso
359,1588.0,Moundou,Chad,8.5654637,16.073831,Integrated HIV/AIDS-project in the Moundou diocese,0.002215,2022.0,BMZ,no,Moundou
360,1659.0,Chittagong,Bangladesh,22.3336887,91.8342162,Improved food security by promoting climate resilient livelihoods and disaster risk reduction practices in Cox's Bazar & Chittagong districts,0.0,2023.0,BMZ,no,Chittagong
361,1679.0,Marshall,"Africa, regional",,,"BMZ Special Initiative ""Training and Employment"" (SI) ŒThe SI A&B aims to support selected African countries with reform potential to promote sustainable employment together with the private sector. The SI A&B currently supports Ethiopia, Morocco, Tunisia, Senegal, Côte d'Ivoire, Ghana, Rwanda and Egypt. The SI is in the context of the ""Marshall Plan with Africa"" and the ""G20 Compact with Africa"" initiatives. The SI A&B focuses on removing obstacles to investment based on the concrete needs of African and European/German companies in terms of job creation. In order to implement suitable investment measures within the framework of the SI A&B in a demand-oriented, efficient and flexible manner, a supraregional facility was established. The facility awards grants to applicants/providers to support them in the preparation and implementation of suitable investment measures. The aim of the project is to ensure that more people are formally employed and benefit from improved income and working conditions. It also aims to support enterprises in the context of the  pandemic in terms of job retention. The total cost of the facility is estimated at EUR 400 million (pre-assessment) and is based on available funds. The Special Initiative funds (grant quality) will be used to capitalise the Facility, which has been established in the form of a limited liability company under German law. The capital is used in the form of a fiduciary holding by KfW.",0.033579,2022.0,BMZ,no,Marshall
362,1681.0,Bukavu,"Africa, regional",,,"The ""Kamanyola - Greater Bukavu"" transmission line runs from the Ruzizi III regional hydropower plant (HPP) to the Democratic Republic of Congo (DRC). This 68 km long transmission line is an essential component for the transmission of the electricity produced in Ruzizi III and of enormous importance for the cost-effective and reliable supply of electricity in eastern Congo. Located on the DRC-Rwanda border, the Ruzizi III HPP and associated regional transmission lines are implemented by the three member states of the Regional Economic Community of the Great Lakes Countries (Communauté Economique des Pays des Grands Lacs - CEPGL) (DRC, Burundi, Rwanda). The electricity produced in Ruzizi III (installed capacity: 147 MW) is to be equally diverted from the joint Kamanyola switching station to the three member states of the CEPGL. The aim is to provide secure access to electricity through 220 kV transmission lines to the three countries, especially to the neighbouring urban centres of these states. In addition, the line is part of the regional interconnected grid between the countries DRC, Burundi, Rwanda, Tanzania, Kenya and Uganda (East AFrican Power Pool).",0.0,2022.0,BMZ,no,Bukavu
363,1685.0,Delta,Vietnam,,,"Promotion of women’s leadership in climate resilience and renewable energy development in Mekong Delta, Vietnam, phase 1",0.0,2022.0,BMZ,no,Delta
364,1729.0,Kitgum,Uganda,3.44388455,33.484117182439014,"Increasing Access to Justice for the Youth in Kitgum District, Phase 1",0.00055007,2022.0,BMZ,no,Kitgum
365,1757.0,Goma,Democratic Republic of the Congo,-1.6665685,29.225652,"Secondary education for young internally displaced persons and empowerment of vulnerable households in Masisi area, Goma Diocese.",0.0,2023.0,BMZ,no,Goma
366,1797.0,Minas,Brazil,-26.9428997,-48.8360986,Improving territorial rights of rural communities and income of poorer urban households in the north of Minas Gerais,0.000835,2022.0,BMZ,no,Minas
367,1859.0,Osogbo,Nigeria,7.75832225,4.575044734945106,Sustainable agricultural initiatives to promote peaceful coexistence between farmers and pastoralists in Osogbo Diocese,0.0,2023.0,BMZ,no,Osogbo
368,1956.0,Canton,Bosnia and Herzegovina,,,Strengthening the civil society and democratic culture in the Canton Tuzla,0.0,2022.0,BMZ,yes,Canton
369,1973.0,Minas,Guatemala,,,An integrative marketing network for products from biodiverse agroforestry systems in the Sierra de las Minas Biosphere Reserve,0.00063151,2022.0,BMZ,no,Minas
370,1985.0,Batumi,Georgia,41.6509502,41.6360085,Communal Water Infrastructure Batumi Accompanying Measures (subsequent phase V),0.0,2022.0,BMZ,no,Batumi
371,2000.0,Piura,Peru,-5.0,-80.333333,"Improving the living conditions of smallholder families through cocoa and fruit cultivation in Alto Piura, Phase 1",0.00165899,2022.0,BMZ,no,Piura
372,2004.0,Parakou,Benin,9.3400159,2.6278258,"Community development to secure water supply and environment protection in Parakou Archdiocese, Benin",0.002805,2022.0,BMZ,no,Parakou
373,2028.0,Salvador,El Salvador,13.8000382,-88.9140683,Defending territories in the face of threats from mining and extractivism in El Salvador,0.0008988,2022.0,BMZ,no,Salvador
374,2049.0,Lubumbashi,Democratic Republic of the Congo,-11.6642316,27.4826264,Enhancing the resilience of vulnerable rural people in Lubumbashi Archdiocese,0.0018,2022.0,BMZ,no,Lubumbashi
375,2061.0,Salvador,El Salvador,13.8000382,-88.9140683,Integral Municipal Migration Prevention in El Salvador,0.0,2022.0,BMZ,no,Salvador
376,2072.0,Salvador,El Salvador,13.8000382,-88.9140683,Strengthening the rights and economic independence of women and youth in El Salvador,0.000165035,2023.0,BMZ,no,Salvador
377,2183.0,Paris,Rwanda,,,"Rwanda is considered a pioneer and ambitious partner in the fight against climate change. In May 2020, it became the first African country to submit its updated Nationally Determined Contributions (NDCs) to achieve the Paris Agreement. Rwanda's NDCs have received significant international attention. In addition to CO2 mitigation measures, they also describe the need for comprehensive climate change adaptation measures. Œ ŒWithin this project, FONERWA will establish a facility for projects that directly contribute to the achievement of Rwanda's NDC. Projects will be selected by FONERWA through calls for applications. The selection criteria should be closely aligned with the priorities of the NDC, such that developmentally meaningful impacts with environmental and climate relevance and relevance to the Rwandan population can be achieved. The objective of the Financial Cooperation measure is to contribute to the climate resilience of the Rwandan population as well as to the reduction of greenhouse gas emissions via the sustainable climate financing mechanism of FONERWA.",0.0,2022.0,BMZ,no,Paris
378,2225.0,Cocoa,"Africa, regional",,,Pilot projects on the Payments for Environmental Services for Smallholder Cocoa Farmers,0.002,2022.0,BMZ,no,Cocoa
379,2251.0,Palestine,Lebanon,,,"The objective of the project is to improve the living conditions of the population affected by the ongoing crisis in and around Palestinian refugee camps in Lebanon. The target group of the overall project is the population affected by acute crises in and around Palestinian refugee camps in Lebanon. This also includes Palestinian refugees from Syria. Œ ŒIn the fifth phase, the project also focuses on supporting reconstruction measures in the Nahr el-Bared refugee camp (Nahr el-Bared Camp - NBC). The Palestinians who fled inside Lebanon after the destruction of the camp in 2007 are to be able to return to houses that are structurally safe and appropriate for their family situation. Indirectly, people who have already returned to NBC will also benefit from the continuation of the reconstruction, as well as Palestinian refugees from Syria and residents of surrounding camps/settlements, who will be relieved by the return of IDPs. The project directly benefits families through newly created housing and commercial space, while other people benefit from new short- to medium-term jobs in the construction sector. The project also includes a contribution to sustainable water supply and the protection of archaeological sites as part of the construction measures. The partner and project executing agency is the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA).",0.08,2022.0,BMZ,no,Palestine
380,2267.0,Salvador,El Salvador,13.8000382,-88.9140683,Community-based rehabilitation of children and young people with disabilities and strengthening of their rights in five provinces of El Salvador,0.0,2023.0,BMZ,no,Salvador
381,2274.0,Dedza,Malawi,-14.2374479,34.31965143966403,"Adapted sustainable rural development for food security in Ntcheu and Dedza districts, Malawi",0.0024255,2022.0,BMZ,no,Dedza
382,2318.0,Salvador,El Salvador,13.8000382,-88.9140683,Strengthening social organisations for political influence in the field of self-help and community housing in El Salvador,0.0046618,2022.0,BMZ,no,Salvador
383,2321.0,Baja,Guatemala,,,"Strengthening young people's leadership role for peace and security in Poqomchi' communities in Alta and Baja Verapaz, Guatemala",0.0003771,2022.0,BMZ,no,Baja
384,2388.0,Marshall,"Africa, regional",,,"BMZ Special Initiative ""Training and Employment"" (SI) Œ ŒThe SI aims to support selected African countries that show potential for reform in promoting sustainable employment in cooperation with the private sector. The SI A&B currently supports Ethiopia, Morocco, Tunisia, Senegal, Côte d'Ivoire, Ghana, Rwanda and Egypt. The SI is part of the ""Marshall Plan with Africa"" and the ""G20 Compact with Africa"" initiatives. The SI A&B focuses on removing barriers to investment based on the concrete needs of African and European/German companies in terms of job creation. To implement suitable investment measures within the framework of the SI A&B in a demand-oriented, efficient and flexible manner, a cross-regional facility was established. This facility provides grants to applicants/providers to support them in the preparation and implementation of suitable investment measures. The aim of the project is to ensure that more people are formally employed and benefit from improved incomes and working conditions. It also aims to support enterprises in the context of the  pandemic in terms of job retention. The total cost of the facility is estimated at €400 million (pre-appraisal) and is based on available funds. The Special Initiative funds (grant quality) will be used to capitalise the Facility, which has been established as a GmbH (limited liability company) under German law. The capital is used in the form of a trust holding by KfW.",0.4185,2022.0,BMZ,no,Marshall
385,2399.0,Masaka,Uganda,-0.483142,31.8318894741654,"Improvement of the Educational Situation in the Masaka Region, Uganda",0.00025684,2022.0,BMZ,no,Masaka
386,2434.0,Flores,Indonesia,-8.50998605,120.59815014764581,"Empowering local people in West Flores for improved social and gender justice, Indonesia",0.000678,2022.0,BMZ,no,Flores
387,2458.0,Independence,Papua New Guinea,,,Transitional Dialogues after the Independence Referendum in Bougainville,0.000723,2023.0,BMZ,no,Independence
388,2466.0,Alexandria,Egypt,31.1991806,29.8951716,PAP between IB together with the Chamber of Commerce and Industry (CCI) of Ostbrandenburg and the Alexandria Business Association,0.0012,2022.0,BMZ,no,Alexandria
389,2477.0,Minas,Brazil,-26.9428997,-48.8360986,Support for solidarity-based initiatives and climate change adaptation strategies of communities affected by large-scale projects in Minas Gerais,0.0004789,2022.0,BMZ,no,Minas
390,2479.0,Delta,Senegal,,,Women Work Greener and Better –  Jobs for Women and Youth in the Saloum Delta,0.0,2023.0,BMZ,no,Delta
391,2523.0,Gaza,Palestinian Territory,31.5128679,34.4581358,"Promotion of digital competencies of youth in the Gaza Strip, phase 1",0.00065007,2022.0,BMZ,no,Gaza
392,2535.0,Salvador,El Salvador,13.8000382,-88.9140683,Holistic livelihood security for smallholder families with a focus on sustainable agriculture and housing improvement in eastern El Salvador,0.000587,2022.0,BMZ,no,Salvador
393,2536.0,Maradi,Niger,13.501206,7.102534,"Youth Empowerment in the Maradi Region, phase 1",0.00048007,2022.0,BMZ,no,Maradi
394,15.0,Bloemfontein,South Africa,-29.116395,26.215496,Vocational Training Partnership between the Kreishandwerkerschaft Steinfurt Warendorf and the Motheo TVET College in Bloemfontein in South Africa,0.0008,2022.0,BMZ,yes,Bloemfontein
395,18.0,Mchinji,Malawi,-13.782889749999999,33.020473863724945,"The objective of the project ""Social protection of the absolutely poor VI"" is to help households in seven districts of Malawi that meet the criteria ""ultra poor"" and ""labor constrained"" and belong to the poorest 10% of households to escape absolute poverty by means of regular cash transfer payments. The project is a conceptual continuation of the FC projects ""Social protection of the absolutely poor I, II, III, IV and V"". ŒWith the available FC funds totaling EUR 8 million, the target group households in the districts of Machinga, Mangochi, Mchinji, Salima, Likoma, Chitipa and Phalombe can be supported through regular transfers presumably until Q1 / 2023. The project is divided into the following three components: (1) an investment component to finance the transfers and related operational costs, (2) a technical component to support the executing ministry (MGCDSW), particularly in the establishment and operation of a management information system and adequate disbursement structures (including potential introduction of ""e-payments""), (3) a component to provide complementary support to the program (M&E activities, targeting, etc.). This approach is consistent with national poverty reduction efforts. It supports Malawi's most vulnerable population and enables better livelihoods through regular income. Œ ŒBy providing additional targeted support for the education of children and adolescents, who make up around 70% of the target group, this project also contributes to strengthening human capital and thus to the sustainable social and economic development of the country. Œ",0.0657183565,2022.0,BMZ,yes,Mchinji
396,77.0,Irbid,Jordan,32.5556091,35.8493023,"Lacking income and employment opportunities represent a major challenge in the MENA region. This also applies to Jordan, where official unemployment among youth has reached more than 40% (15-24 years, 2021). This is due to cultural values and often poor quality of trainings provided by Vocational Institutes in Jordan.  people thus have few opportunities for economic participation and employment, while the private sector suffers from a shortage of qualified employees. ŒThis measure represents the second phase if a very closely interlinked first phase (see 37524) of the overall concept 'HTUplus'. ŒThe aim of HTUplus is to increase the attractiveness of Technical and Vocational Education and Training (TVET) and thus to contribute to a mind-shift among younger population in Jordan, where an academic career is considered as the preferable path to strive for. Œ ŒPhase I foresees i) construction and equipment of a new TVET campus under the umbrella of the Al Hussein Technical  (HTU) in Amman, and ii) rehabilitate, upgrade and provide modernized training courses in selected areas of the public vocational institutes in Irbid for their long-term integration into the HTUplus model. Œ ŒPhase II (consisting of 40425 and 40322) is intended to provide further support to the project partner HTU as lighthouse of labormarket-oriented TVET and in acting as driver of change, reforming the TVET sector in Jordan. Under Phase II, the concept of HTUplus is to be extended to additional 6 TVET institutes, geographically located all across Jordan. Rehabilitation and construction works, as well as a modernization of training capacities and programmes in selected areas ought to pave the way for a long-term integration under the umbrella of HTUplus in order to support a nationwide breakthrough of practice-oriented and high-quality TVET in Jordan. Œ",0.0,2022.0,BMZ,yes,Irbid
397,94.0,Wa,Ghana,10.0623261,-2.5054273,"Reduction of youth unemployment through vocational training in Tamale and Wa, Northern Region and Upper West Region, Ghana",0.00029776,2022.0,BMZ,yes,Wa
398,176.0,Palestine,Palestinian Territory,31.462420950000002,34.262716572130714,"The living conditions of the population in the Gaza Strip is characterized by repeated conflicts and the tense socio-economic situation. The project aims to address unemployment among the refugees in Gaza and thus contributes to the stabilization of their livelihood. The short-term job opportunities at UNRWA facilities and with local contractors as well as the rehabilitation of social infrastructure enables the provision of important basic services to Palestine refugees in Gaza. Œ ŒThe aim of the project is strengthening the resilience of Palestinian refugees by providing temporary income opportunities and an introduction to the labour market (primary objective) as well as sustaining access to basic social services and infrastructure (secondary objective). Œ ŒThe target group are vulnerable Palestinian refugees of working age (18-65 years). A total of 10,150 people are expected to receive temporary employment. At least 3000 of the beneficiaries are women. The special consideration given to university graduates who gain work experience under the project aims to support them enter the labor market. In addition to the direct target group of employees, their families (app. 46,000 people) as well as the users of the rehabilitated infrastructure (app. 11,000) will benefit as well. Overall, the projected number of direct and indirect beneficiaries is appr. 67,150 refugees. Double counting cannot be completely excluded. Œ ŒThe TDA financed project is implemented by UNRWA in Gaza. Œ",0.14,2022.0,BMZ,yes,Palestine
399,182.0,San Lorenzo,Bolivia,,,"Development of climate-adapted small scale agriculture to ensure food security in the counties of Tarija and San Lorenzo, Bolivia",0.00072,2022.0,BMZ,yes,San Lorenzo
400,184.0,Cairo,Egypt,30.0443879,31.2357257,"Improving the learning ability and coexistence of primary school children in Aswan, Cairo, Naser el Noba and Minia",0.0,2022.0,BMZ,yes,Cairo
402,289.0,Oruro,Bolivia,-18.666667,-67.666667,Promoting sustainable mining and demanding the rights of mine workers in the north of Potosí and Oruro,0.0021005,2022.0,BMZ,yes,Oruro
