,Unnamed: 0,Index,Cities,Recipient Name,Lat,Lon,Long Description,Value,YEAR,duplicate_project,City,Donor Agency
3838,3838,1665.0,Chalate,El Salvador,14.08177815,-89.0535213123619,"Integrated rural development with focus on civic participation and food sovereignty in Chalatenango Diocese, El Salvador",0.03705889,2018.0,yes,Chalate,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3839,3839,1669.0,Salvador,El Salvador,13.8000382,-88.9140683,"Securing a agro-ecological and sustainable food production of small scale farmers in the estuary of Lempa river, El Salvador",0.05039537,2018.0,no,Salvador,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3840,3840,1675.0,Santiago,El Salvador,,,Strengthening resilience to climate change of small scale farmer families in the diocese of Santiago de Maria,0.11601558,2018.0,no,Santiago,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3841,3841,1677.0,Salvador,El Salvador,13.8000382,-88.9140683,Improving access of small scale farmers households to potable water and nutrition in mining affected areas El Salvador,0.08131712,2018.0,no,Salvador,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3842,3842,1678.0,Salvador,El Salvador,13.8000382,-88.9140683,Supporting the application of the law against mineral mining in El Salvador,0.01499469,2018.0,no,Salvador,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3843,3843,1764.0,Hinche,Haiti,19.1445541,-72.0087527,"Strengthening the health sector of Hinche Diocese, Haiti",0.004296,2018.0,no,Hinche,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3844,3844,1866.0,Puebla,Mexico,18.833333,-98.0,"Strengthening the self-determination, land rights, right to water and to a safe environment in Jalisco and Puebla States, Mexico",0.12805382,2018.0,no,Puebla,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3845,3845,1887.0,San,Mexico,,,"Empowering rural women through integrated self-help focused initiatives in San Andres Tuxtla, Mexico",0.04626461,2018.0,no,San,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3846,3846,1907.0,Bluefields,Nicaragua,12.0131543,-83.764907,"Strengthening basic health services in two municipalities of Bluefields Vicariate, Nicaragua",0.07907471,2018.0,no,Bluefields,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3847,3847,1912.0,Chi,Nicaragua,,,"Enhancing Gender equality and defending rights of women, children and youth in Chinandega departement",0.00056189,2018.0,yes,Chi,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3848,3848,1945.0,Salvador,"Caribbean & Central America, regional",13.8000382,-88.9140683,"Specialist consultancy services to strengthen sustainable rural development initiatives in Honduras, El Salvador, Guatemala and Mexico",0.08804438,2018.0,no,Salvador,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3849,3849,1951.0,Salta,Argentina,-25.1076701,-64.3494964,Sustainable and integrated rural development with emphasis on land use rights of indigenous groups in Salta Province,0.02189307,2018.0,no,Salta,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3850,3850,1977.0,Oruro,Bolivia,-18.666667,-67.666667,Strengthening environmental protection and organisational capacities in communities and urban areas of Oruro Department,0.11448129,2018.0,no,Oruro,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3851,3851,2029.0,Tarija,Bolivia,-21.583333,-63.833333,Strengthening capacities of women from rural and indigenous communities to claim their social and economic rights in Tarija Department,0.10834415,2018.0,no,Tarija,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3852,3852,2040.0,Beni,Bolivia,-14.0,-65.0,"Improving living conditions and strengthening legal security of indigenous people and small scale farmers in communities in Beni department, Bolivia",0.11761805,2018.0,no,Beni,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3853,3853,2047.0,Sucre,Bolivia,-19.0477251,-65.2594306,"Representation of interests of small scale farmers groups and promotion of sustainable agriculture in Poroma and Sucre Municipalities, Bolivia",0.02301428,2018.0,no,Sucre,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3854,3854,2053.0,Vera,Bolivia,,,"Strengthening integrated development of rural and suburban communities in the parishes of Sipe Sipe, Tacopaya and Santa Vera Cruz, Bolivia",0.26731972,2018.0,no,Vera,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3855,3855,2071.0,Beni,Bolivia,-14.0,-65.0,Integrated agroforestry measures and capacity building on sustainable small scale organic farming at Alto Beni Region of Bolivia,0.00041308,2018.0,no,Beni,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3856,3856,2111.0,Minas,Brazil,-26.9428997,-48.8360986,Securing land rights and implementing a civil policy especially for women in rural and urban areas in Northern Minas Gerais,0.07736339,2018.0,no,Minas,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3857,3857,2148.0,Minas,Brazil,-26.9428997,-48.8360986,"Building sustainable and solidary development networks in Minas Gerais, Brazil",0.18057359,2018.0,no,Minas,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3858,3858,2153.0,Minas,Brazil,-26.9428997,-48.8360986,Strengthening social policies to promote and defend rights of children and youth living in precarious situations in Minas Gerais and Espirito Santo,0.02974153,2018.0,no,Minas,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3859,3859,2186.0,Minas,Brazil,-26.9428997,-48.8360986,Securing tenure rights for families threatened with eviction around mining and water dam projects in Minas Gerais,0.16228018,2018.0,no,Minas,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3860,3860,2193.0,Minas,Brazil,-26.9428997,-48.8360986,"Claiming and securing economic, social and cultural rights of afro-brazilian communities in Minas Gerais",0.04685471,2018.0,no,Minas,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3861,3861,2238.0,March,Brazil,,,"The project strengthens on the one hand the World March of Women in Brazil, an essential entity and platform of the feminist movement, which provides visibility and influence for the movement and its agenda. On the other hand, the project supports the feminist economy, which means support for income generation of groups of women als well as information- and sensibilisationwork for this topic.",0.03966777,2018.0,no,March,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3862,3862,2247.0,Salvador,Brazil,-12.9822499,-38.4812772,Advocacy and empowerment against forced eviction and to improve access to low cost housing in poor areas of Salvador Region,0.00826154,2018.0,no,Salvador,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3863,3863,2255.0,Limoeiro,Brazil,-7.872599,-35.440154,"Integrated sustainable rural development with civic participation, Diocese Limoeiro do Norte",0.00323563,2018.0,no,Limoeiro,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3864,3864,2268.0,Horizonte,Brazil,-4.0964618,-38.4965574,"Sustainable agriculture and solidary commercialization in urban and rural areas of Greater Belo Horizonte Region, Brazil",0.03953735,2018.0,no,Horizonte,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3865,3865,2269.0,Jequitinhonha,Brazil,-16.433333,-41.003056,"Strengthening sustainable agriculture and a economy based on solidarity in Vale do Jequitinhonha, Minas Gerais",0.06603328,2018.0,yes,Jequitinhonha,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3866,3866,2270.0,Jequitinhonha,Brazil,-16.433333,-41.003056,"Integrated rural and sustainable development for small farmer communities in the Jequitinhonha-valley, Brazil",0.01138912,2018.0,no,Jequitinhonha,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3867,3867,2305.0,Oeiras,Brazil,-7.0174887,-42.1314478,"Advisory services for small scale farming communities for ecological agriculture, land and resource management in Oeiras diocese, Piaui",0.1618081,2018.0,no,Oeiras,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3868,3868,2328.0,Socorro,Colombia,6.4670216,-73.2626198,"Improved and sustainable participatory management of local water ressources in Socorro-San Gil diocese, Colombia",0.01770329,2018.0,yes,Socorro,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3869,3869,2393.0,Buenaventura,Colombia,3.8899335,-77.0786047,Strengthening indigenous and afro-columbian communities and ethnic based territorial organisations to secure land rights in Buenaventura diocese,0.07163932,2018.0,no,Buenaventura,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3870,3870,2435.0,Florencia,Colombia,1.7554212,-75.60811976268113,"Promotion of food security and integral development in small-scale farmer communities of Florencia Diocese, Department of Caquetá, Colombia",0.04366812,2018.0,no,Florencia,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3871,3871,2441.0,San,Colombia,7.0000085,-73.2500086,Food security and strengthening of cultural identity of indigenous communities along the Alto San Jorge River in Cordoba Department Colombia,0.069869,2018.0,no,San,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3872,3872,2444.0,Ipiales,Colombia,0.8278641,-77.6402069,"Sustainable rural development for communities of small-scale farmers in Ipiales Diocese, Colombia",0.05606043,2018.0,no,Ipiales,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3873,3873,2449.0,Florencia,Colombia,1.7554212,-75.60811976268113,"Integrated rural and sustainable development in Florencia Diocese, Caquetá Departamento, Colombia",0.01817538,2018.0,no,Florencia,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3874,3874,2453.0,Sincelejo,Colombia,9.31542935,-75.43297645405696,"Integrated rural and sustainable development for poor small scale farmers in Sincelejo Diocese, Colombia",0.07010504,2018.0,no,Sincelejo,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3875,3875,2455.0,Honda,Colombia,5.210419,-74.7361921,"Sustainable rural development and civic participation in Libano-Honda Diocese, Colombia",0.03139384,2018.0,no,Honda,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3876,3876,2515.0,Ica,Peru,-14.3325,-75.499722,"Awareness raising, education and leadership training on environmental issues and environmental protection, rural areas of Ica Dept.",0.00385932,2018.0,no,Ica,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3877,3877,2545.0,Chosica,Peru,-11.9367735,-76.6969111,"Enhancing civic participation and democracy for local self reliance and poverty mitigation, Diocese Chosica",0.04189779,2018.0,no,Chosica,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3878,3878,2558.0,Lima,Peru,-12.0621065,-77.0365256,"Promoting civic participation and decentralized sustainable development by leadership training in poor areas, East Lima Region",0.04868051,2018.0,no,Lima,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3879,3879,2560.0,Lima,Peru,-12.0621065,-77.0365256,Integrated local development of poor areas in Eastern Lima,0.0892246,2018.0,no,Lima,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3880,3880,2564.0,Ayacucho,Peru,-14.0,-74.0,"Institutional and operational strengthening of displaced peoples' organizations in two provinces of Ayacucho Diocese, Peru",0.10067273,2018.0,no,Ayacucho,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3881,3881,2566.0,Yurimaguas,Peru,-5.8951672,-76.1046533,"Fostering democratic process, human rights and environmental issues by Radio Oriente community radio in Yurimaguas district, Peru",0.00236044,2018.0,no,Yurimaguas,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3882,3882,2573.0,Piura,Peru,-5.0,-80.333333,"Human rights awareness raising and legal aid for victims of violence in Piura Archdiocese, Peru",0.01652307,2018.0,no,Piura,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3883,3883,2588.0,Lima,Peru,-12.0621065,-77.0365256,Promoting peace-building and increased civic participation of underprivileged groups in Lurin Diocese of Greater Lima Area,0.00911129,2018.0,no,Lima,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3884,3884,2592.0,Lima,Peru,-12.0621065,-77.0365256,Community-based habitat development and low-cost housing for the poor in Lima Centro and Carabayllo,0.03978685,2018.0,no,Lima,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3885,3885,2602.0,Ica,Peru,-14.3325,-75.499722,Enhancing capacities of women groups to implement environmental and health initiatives in rural communities of Ica Department,0.04956922,2018.0,no,Ica,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3886,3886,2607.0,Frontera,Peru,-15.4888676,-71.1454451,"Integrated rural development in El Carmen de la Frontera District, Peru",0.01062198,2018.0,no,Frontera,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3887,3887,2615.0,Huancayo,Peru,-12.068098,-75.2100953,Sustainable rural development with emphasis on land and water resource protection at Huancayo Region,0.00931547,2018.0,no,Huancayo,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3888,3888,2670.0,Paris,"America, regional",,,"The project supports the integrated concept of a sustainable, just and development oriented climate policy via national, regional and global activities and strategies in specific countries of Latin America. It promotes the goals of the Paris Climate Agreement and the Sustainable Development Goals",1.09760415,2018.0,no,Paris,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3889,3889,2731.0,Battambang,Cambodia,12.9256791,103.23171364274523,Enhancing the quality of life of people with intellectual disabilities in Battambang diocese,0.12982415,2018.0,no,Battambang,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3890,3890,2744.0,Manage,Cambodia,,,Sustaining Community Forest Manage-ment (SCFM),0.00380841,2018.0,no,Manage,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3891,3891,2820.0,Kunming,China,24.8843019,102.8324209,Capacity building for Kunming Center for Low-Carbon Community Development in Yunnan Province,0.02360439,2018.0,no,Kunming,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3892,3892,2879.0,Yogyakarta,Indonesia,-7.977838399999999,110.36722565020224,"Community-Based Development Planning in Winango riverside Area of Yogyakarta City, Java",0.02360439,2018.0,no,Yogyakarta,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3893,3893,2933.0,Flores,Indonesia,-8.50998605,120.5981501476458,"Further support of activities geared towards social, economic and environmental improvement in the rural areas of Manggarai Region, West Flores",0.00354066,2018.0,no,Flores,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3894,3894,3011.0,Bethany,Philippines,,,Rebuilding Bethany Hospital into UCCP Integrated Healing Ministry,0.40363921,2018.0,no,Bethany,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3895,3895,3061.0,Sipalay,Philippines,9.7491266,122.4040602,"Community Education, Advocacy and Social Mobilization to Eliminate Child Labour (CEASE-CL) in Sipalay City, Negros Occidental, Philippines",0.08556592,2018.0,no,Sipalay,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3896,3896,3078.0,Upland,Philippines,,,Advancing Sustainable Farming and Livelihood Diversification for Food Security and Resiliency Among Households in Upland Communities,0.02183406,2018.0,no,Upland,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3897,3897,3081.0,Bayugan,Philippines,8.7145642,125.7481892,Participatory community development program in six vulnerable communities in the municipalities of Prosperidad and Sibagat and Bayugan City in the,0.01770329,2018.0,no,Bayugan,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3898,3898,3083.0,Iligan,Philippines,8.2281556,124.2411508,Capacity Enhancement Program for Sustainable Development and Climate Change Resilience of the Poor Farmers and Fisherfolks of Iligan Diocese,0.05606043,2018.0,no,Iligan,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3899,3899,3100.0,Bantayan,Philippines,11.1676168,123.718946,Improvement of Living Conditions of marginalized Families affected by the Typhoon Haiyan in the Municipal Bantayan,0.05528738,2018.0,no,Bantayan,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3900,3900,3151.0,Delta,Vietnam,,, Solutions for Access to Energy for Rural Poor in the Mekong Delta,0.1488422,2018.0,no,Delta,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3901,3901,3161.0,Delta,Vietnam,,,Building disaster resilient communities in Mekong Delta,0.31537118,2018.0,no,Delta,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3902,3902,3217.0,Chittagong,Bangladesh,22.3336887,91.8342162,Action research for alternative development and capacity enhancement for good governance in Chittagong Hill Tracts,0.10740824,2018.0,no,Chittagong,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3903,3903,3246.0,Kushtia,Bangladesh,23.8987955,89.1295536,"Rights-based project to reduce violence against women in the Sub-Districts Daulatpur (District Kushtia), Gangni (Chuadanga) und Damurhuda (Meherpur)",0.04249616,2018.0,no,Kushtia,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3904,3904,3284.0,A,India,,,Registration of a biogas CDM project to benefit 6.000 rural families of Anantapur district,0.00222248,2018.0,yes,A,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3905,3905,3295.0,Khunti,India,23.10018105,85.3454593617985,Livelihood Enhancement in Khunti district in Jharkhand through natural resource management,0.06846926,2018.0,no,Khunti,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3906,3906,3303.0,A,India,,,Promotion of sustainable Agriculture & diversifiedlivelihood in Anantapur District,0.03775876,2018.0,yes,A,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3907,3907,3310.0,Jammu,India,32.7185614,74.8580917,"Community based sustainable development and livelihood improvement in 20 villages of Jammu District, India",0.02832527,2018.0,no,Jammu,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3908,3908,3328.0,A,India,,,Promotion of sustainable Agriculture & diversifiedlivelihood in Anantapur District,0.56888233,2018.0,yes,A,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3909,3909,3345.0,Bangalore,India,12.9767936,77.590082,Securing Access to Primary Education for Children of quarry worker families in Bangalore District,0.0059011,2018.0,no,Bangalore,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3910,3910,3347.0,Bangalore,India,12.9767936,77.590082,"Education for children of migrant workers and quarry families in Bangalore District, Karnataka",0.012888,2018.0,no,Bangalore,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3911,3911,3374.0,Sundargarh,India,22.13327195,83.97965279931319,Community empowerment for sustainable reproductive and child health in Kandhamal and Sundargarh Districts of Odisha,0.02684999,2018.0,no,Sundargarh,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3912,3912,3376.0,Sundargarh,India,22.13327195,83.97965279931319,Amplifying community-based health care in Kandhamal and Sundargarh Districts of Odisha,0.02950549,2018.0,no,Sundargarh,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3913,3913,3380.0,Chamba,India,32.518429,76.23086565661742,Gender related health work and training of health workers in Kangra and Chamba districts,0.03245604,2018.0,no,Chamba,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3914,3914,3395.0,Aurangabad,India,24.786306,84.41448983395554,"Education on HIV/Aids, treatment and livelihood support for HIV/Aids affected families in Aurangabad District, Maharashtra",0.02820725,2018.0,no,Aurangabad,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3915,3915,3425.0,Varanasi,India,25.3356491,83.0076292,"Training and Legal Advisory Services for Grassroots Communities and strengthening their civic participation in Varanasi District, Uttar Pradesh",0.05440812,2018.0,no,Varanasi,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3916,3916,3440.0,Jammu,India,32.7185614,74.8580917,Promoting sustainable livelihood and good governance in the Jammu Distric,0.02407648,2018.0,no,Jammu,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3917,3917,3441.0,Jhajjar,India,28.53364155,76.68981477716189,"Continuation of the community organization in villages of Jhajjar District, Haryana",0.00802549,2018.0,no,Jhajjar,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3918,3918,3447.0,Chitradurga,India,14.2266443,76.4005122,"Community Empowerment in rural areas in Chitradurga District, Karnataka",0.00131004,2018.0,no,Chitradurga,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3919,3919,3477.0,Tinsukia,India,27.52016575,95.5306347312879,Enhancing civic participation of indigenous people in Tinsukia District,0.02065384,2018.0,no,Tinsukia,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3920,3920,3488.0,Most,India,,,Promoting Access to Adequate Housing for the Most Marginalised and Discriminated among the Poor in India,0.11330107,2018.0,no,Most,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3921,3921,3556.0,Kathua,India,32.4288215,75.56286458392415,Women Empowerment through Rights Based Approach in 10 villages of Kathua District,0.00174054,2018.0,no,Kathua,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3922,3922,3566.0,Jammu,India,32.7185614,74.8580917,"Promoting localized empowering actions for peace and stability in Jammu Kashmir, India",0.03658681,2018.0,no,Jammu,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3923,3923,3628.0,Cuddalore,India,11.7564329,79.7634644,"Sustainable Livelihood Enhancement through additional Sources of Income for Women and Small Farmers in Cuddalore District, Tamil Nadu, India",0.07638971,2018.0,no,Cuddalore,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3924,3924,3678.0,Yangon,Myanmar,16.7967129,96.1609916,Urban development and empowerment of poor slum communities in Yangon City,0.03779653,2018.0,no,Yangon,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3925,3925,3681.0,Mandalay,Myanmar,21.9812746,96.082375,MRCCI is able to assist its members and other companies in the Mandalay Region through effective advocacy and sustainable services.,0.15838546,2018.0,no,Mandalay,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3926,3926,3682.0,Delta,Myanmar,,,Empowerment of Rural Poor and Improvement of Livelihood and Food Security in Ayarwaddy Delta,0.08616429,2018.0,no,Delta,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3927,3927,3683.0,Kayan,Myanmar,16.905556,96.563056,Integrated rural development with emphasis on self-help promotion in Kayan Region,0.21798655,2018.0,no,Kayan,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3928,3928,3687.0,Delta,Myanmar,,,Farmer led development and strengthening community initiative in the Ayeyarwady Delta,0.13454503,2018.0,no,Delta,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3929,3929,3688.0,Bago,Myanmar,18.327818200000003,95.64238092814988,"Securing Land Tenure, Improving Forest Governance and Promoting Rights of Ethnic Minorities in Bago Region",0.06727251,2018.0,no,Bago,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3930,3930,3713.0,Salyan,Nepal,28.4068256,82.16758072879685,Improving the livelihoods of marginalized groups in Salyan District,0.36302372,2018.0,no,Salyan,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3931,3931,3769.0,Dadu,Pakistan,26.7274836,67.7804974,"Farmers initiatives for food security assurance in District Dadu, Sindh, Pakistan",0.02006373,2018.0,no,Dadu,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3932,3932,3871.0,Augusta,Palestinian Territory,,,Support to the Health Services of the Augusta-Victoria Hospital,0.02693763,2018.0,yes,Augusta,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3933,3933,3873.0,Victoria,Palestinian Territory,,,"Support for the mobile village outreach clinics of Auguste-Victoria-Hospital. Awareness raising, screening and early detection especially of diabetes and breast cancer.",0.21740883,2018.0,no,Victoria,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3934,3934,3897.0,Gaza,Palestinian Territory,31.5128679,34.4581358,"Health, Education and Community Development Activities for Palestinians within the Gaza Strip",0.00716983,2018.0,no,Gaza,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3935,3935,3900.0,Gaza,Palestinian Territory,31.5128679,34.4581358,"Providing Health, Education, Psycho-social support, community development and advocacy services for Palestinian families in the Gaza Strip.",0.18247433,2018.0,no,Gaza,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3936,3936,4028.0,Kyoto,"Developing countries, unspecified",,,Learning from the Kyoto Protocol to foster sustainable climate finance flows,0.07212321,2018.0,no,Kyoto,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3937,3937,4168.0,Shaping,"Developing countries, unspecified",,,"The programme Shaping Globalisation connects social, ecological and cultural sustainability with the politics of power and interests, equity and issues of democracy. Super-regionally and with a multitude of partners and instruments we stnve for the establishment of democracy and human rights within the limits of planetary boundaries.",1.22908488,2018.0,no,Shaping,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3938,3938,4241.0,Prizren,Kosovo,42.2130151,20.7363339,"Resocialization of returned Roma families from Western Europe, Prizren Municipality, Kosovo (REACH)",0.08722766,2018.0,no,Prizren,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3939,3939,4278.0,Nagar,Burkina Faso,,,The existing Collège in Nagaré will be extended by eight additional classrooms so that the school then has got 3 classes in each of the 4 forms.,0.07120511,2018.0,no,Nagar,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3940,3940,4296.0,Bujumbura,Burundi,-3.3638125,29.3675028,"Participatory development of mechanisms for the adaptation to climate change in the provinces of Bubanza, Bujumbura Rural and Cibitoke in Burundi",0.35406586,2018.0,no,Bujumbura,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3941,3941,4332.0,Dale,Ethiopia,,,Creation of professional prospects for youth and smallholder farmers in the districts of Dale Wobera and Sedi Chanka in Kellem Wollega Zone,0.42534285,2018.0,no,Dale,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3942,3942,4361.0,Kintampo,Ghana,8.053714,-1.728919,Improvement of the basis of life of migrated small holders in five communities of the district Kintampo North,0.007721,2018.0,no,Kintampo,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3943,3943,4384.0,Narok,Kenya,-1.2779365500000002,35.47742284932569,"Strengthening Resilience of Agro-Pastoralists and Pastoralists in Kajiado and Narok Counties, Kenya",0.33190841,2018.0,no,Narok,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3944,3944,4385.0,Kano,Kenya,,,Capacity Development in Kano Plains,0.27472855,2018.0,no,Kano,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3945,3945,4392.0,Bay,Madagascar,,,Sustainable mangrove management in the Ambaro Bay in Madagascar II,0.35406586,2018.0,no,Bay,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3946,3946,4402.0,Balaka,Malawi,-15.04847375,35.05315978998695,Strengthening human rights of underprivileged populations through enhancing civil registrations in Balaka District (Malawi),0.09934144,2018.0,no,Balaka,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3947,3947,4404.0,Zomba,Malawi,-15.3863208,35.3268273,Integrated Approach to enhancing smallholder Farmers' Resilience to Climate Change in the Zomba District - Traditional Authority Kuntumanje,0.05863921,2018.0,no,Zomba,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3948,3948,4412.0,Kati,Mali,12.7389091,-8.0684052,Improvement of health of the population in the region of Kati Koko Plateau und in the village Pitagalasso by setup of two health and training centers,0.16523073,2018.0,no,Kati,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3949,3949,4422.0,Inhambane,Mozambique,-22.779116,34.5661741,"MAHLAHLE - Protection of Forest and Mangrove Ecosystems  through the Introduction of Sustainable Systems for the Use and Management of Natural Resources in Inhambane Province, Mozambique.",0.31472442,2018.0,no,Inhambane,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
3950,3950,4443.0,Musanze,Rwanda,-1.4745128,29.56921119524956,Improvement of primary education in Distrikt Musanze - Grundschulzentrum RUHEHE,0.09441756,2018.0,no,Musanze,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
